left_id,right_id,left,right,label
4818,DC-9-83,COL make VAL DOUGLAS COL model VAL DC9 COL series VAL 83 COL name VAL MD83 COL cert VAL A6WE,COL make VAL DC COL model VAL 9 COL series VAL 83 COL cert VAL A6WE,1
11788,BELL-AH1G-AH1G,COL make VAL PROCAER COL model VAL F15 COL series VAL B COL name VAL PICCHIO COL cert VAL NOT IDENTIFIED,COL make VAL BELL COL model VAL AH1G COL series VAL AH1G COL cert VAL H10NM,0
1757,B-727-222,COL make VAL BOEING COL model VAL 727 COL series VAL 222 COL name VAL No Popular Name COL cert VAL A3WE,COL make VAL B COL model VAL 727 COL series VAL 222 COL cert VAL A3WE,1
2750,B-737-306,COL make VAL BOEING COL model VAL 767 COL series VAL 306 COL name VAL No Popular Name COL cert VAL A1NM,COL make VAL B COL model VAL 737 COL series VAL 306 COL cert VAL A16WE,0
7556,7102806,COL make VAL PIPER COL model VAL PA28 COL series VAL 150 COL name VAL CHEROKEE 150,COL make VAL PIPER COL model VAL PA-28-160,0
7438,PC-6-A,COL make VAL PILATUS COL model VAL PC6 COL series VAL A COL name VAL TURBO PORTER COL cert VAL F56-10,COL make VAL PC COL model VAL 6 COL series VAL A COL cert VAL 7A15,1
7926,2370608,COL make VAL REARWIN COL model VAL 185 COL series VAL NO SERIES EXISTS COL name VAL SKYRANGER,COL make VAL COMMONWEALTH COL model VAL 185,1
1965,B-727-291,COL make VAL BOEING COL model VAL 737 COL series VAL 291 COL name VAL No Popular Name COL cert VAL A16WE,COL make VAL B COL model VAL 727 COL series VAL 291 COL cert VAL A3WE,0
8756,9230404,COL make VAL STINSON COL model VAL 108 COL series VAL 1 COL name VAL VOYAGER STATION WAGON,COL make VAL STINSON COL model VAL 108-1,1
4323,BHT-47-H1,COL make VAL CONSOLIDATED VULTEE COL model VAL SNV COL series VAL 1 COL name VAL VALIANT COL cert VAL A-2-571,COL make VAL BHT COL model VAL 47 COL series VAL H1 COL cert VAL H1,0
1265,2074208,COL make VAL BEECH COL model VAL 55 COL series VAL 95B55 COL name VAL BARON,COL make VAL CESSNA COL model VAL 310B,0
3842,2076750,COL make VAL CESSNA COL model VAL 525 COL series VAL UNDESIGNATED SERIES COL name VAL CITATIONJET,COL make VAL CESSNA COL model VAL 560,0
8894,EMB-500-500,COL make VAL SWEARINGEN COL model VAL SA226 COL series VAL AT COL name VAL No Popular Name COL cert VAL A5SW,COL make VAL EMB COL model VAL 500 COL series VAL 500 COL name VAL PHENOM 100 COL cert VAL A59CE,0
543,B-767-281,COL make VAL AMERICAN EAGLE COL model VAL A1 COL series VAL NO SERIES EXISTS COL name VAL No Popular Name COL cert VAL ATC 17,COL make VAL B COL model VAL 767 COL series VAL 281 COL cert VAL A1NM,0
11835,2370704,COL make VAL BOEING COL model VAL 737 COL series VAL 9 COL name VAL MAX 9,COL make VAL REARWIN COL model VAL 190F,0
47,B-727-294,COL make VAL AERMACCHI COL model VAL AL60 COL series VAL UNDESIGNATED SERIES COL name VAL SANTA MARIA COL cert VAL NOT IDENTIFIED,COL make VAL B COL model VAL 727 COL series VAL 294 COL cert VAL A3WE,0
21392,3022030,COL make VAL BELL COL model VAL UH1 COL series VAL F COL name VAL IROQUOIS,COL make VAL DOUGLAS COL model VAL DC-9-12,0
3112,0144306,COL make VAL CALLAIR COL model VAL B1 COL series VAL UNDESIGNATED SERIES COL name VAL SNIPE COMMANDER,COL make VAL AERO COMMANDER COL model VAL CALLAIR B-1,1
3695,2073704,COL make VAL CESSNA COL model VAL 177 COL series VAL UNDESIGNATED SERIES COL name VAL CARDINAL,COL make VAL CESSNA COL model VAL 177,1
462,3940011,COL make VAL AIRBUS COL model VAL A330 COL series VAL 301 COL name VAL No Popular Name,COL make VAL AIRBUS COL model VAL A330-301,1
3971,AS-332-L,COL make VAL CESSNA COL model VAL T210 COL series VAL L COL name VAL TURBO CENTURION COL cert VAL 3A21,COL make VAL AS COL model VAL 332 COL series VAL L COL cert VAL H4EU,0
230,0563277,COL make VAL AEROSPATIALE COL model VAL SA316 COL series VAL B COL name VAL ALOUETTE III,COL make VAL CIRRUS DESIGN CORPORATION COL model VAL SF50,0
1268,2074226,COL make VAL BEECH COL model VAL 55 COL series VAL 95C55 COL name VAL BARON,COL make VAL CESSNA COL model VAL 310J,0
7987,CE-172-B,COL make VAL AERO COMMANDER COL model VAL 681 COL series VAL NO SERIES EXISTS COL name VAL HAWK COMMANDER COL cert VAL 2A4,COL make VAL CE COL model VAL 172 COL series VAL B COL name VAL SKYHAWK COL cert VAL 3A12,0
3785,2071604,COL make VAL CESSNA COL model VAL 310 COL series VAL Q COL name VAL No Popular Name,COL make VAL CESSNA COL model VAL 140A,0
6358,LR-55-C,COL make VAL LEARJET COL model VAL 55 COL series VAL C COL name VAL No Popular Name COL cert VAL A10CE,COL make VAL LR COL model VAL 55 COL series VAL C COL cert VAL A10CE,1
5318,3590202,COL make VAL FORD COL model VAL 5AT COL series VAL C COL name VAL TRIMOTOR,COL make VAL FORD COL model VAL 5-AT-B,0
7468,7100606,COL make VAL PIPER COL model VAL J4 COL series VAL AS COL name VAL CUB COUPE,COL make VAL PIPER COL model VAL J4A-S,1
3680,CE-172-L,COL make VAL CESSNA COL model VAL 172 COL series VAL L COL name VAL SKYHAWK COL cert VAL 3A12,COL make VAL CE COL model VAL 172 COL series VAL L COL name VAL SKYHAWK COL cert VAL 3A12,1
438,ZENAIR-CH2000-CH2000,COL make VAL AIRBUS COL model VAL A320 COL series VAL 111 COL name VAL No Popular Name COL cert VAL NOT CERTIFICATED,COL make VAL ZENAIR COL model VAL CH2000 COL series VAL CH2000 COL cert VAL TA5CH,0
7451,7100528,COL make VAL PIPER COL model VAL J3C COL series VAL 50 COL name VAL CUB,COL make VAL PIPER COL model VAL J3F-50,0
3828,2075907,COL make VAL CESSNA COL model VAL 414 COL series VAL A COL name VAL CHANCELLOR,COL make VAL CESSNA COL model VAL 414A,1
8481,DHC-2-L20A,COL make VAL SIKORSKY COL model VAL S61 COL series VAL A COL name VAL No Popular Name COL cert VAL H2EA,COL make VAL DHC COL model VAL 2 COL series VAL L20A COL cert VAL AR33,0
2207,13844NA,COL make VAL BOEING COL model VAL 737 COL series VAL 71Q COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 737-8FH,0
2888,2110126,COL make VAL BOEING COL model VAL B17 COL series VAL F COL name VAL FLYING FORTRESS,COL make VAL AERONCA COL model VAL 7GC,0
4819,DC-9-87,COL make VAL DOUGLAS COL model VAL DC9 COL series VAL 87 COL name VAL MD87 COL cert VAL A6WE,COL make VAL DC COL model VAL 9 COL series VAL 87 COL cert VAL A6WE,1
8779,SR-8-B,COL make VAL STINSON COL model VAL SR8 COL series VAL B COL name VAL RELIANT COL cert VAL ATC 608,COL make VAL SR COL model VAL 8 COL series VAL B COL cert VAL ATC608,1
6540,5264104,COL make VAL LOCKHEED COL model VAL 382 COL series VAL E COL name VAL L100 20,COL make VAL LOCKHEED COL model VAL 382B,0
2392,1384498,COL make VAL BOEING COL model VAL 737 COL series VAL 8FH COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 737-2U9,0
3050,9601610,COL make VAL BRITTEN NORMAN COL model VAL BN2A COL series VAL III2 COL name VAL TRISLANDER,COL make VAL WACO COL model VAL ZPF-7,0
4040,CE-401-B,COL make VAL CHAMPION COL model VAL 402 COL series VAL NO SERIES EXISTS COL name VAL LANCER COL cert VAL A3CE,COL make VAL CE COL model VAL 401 COL series VAL B COL cert VAL A7CE,0
5861,4690510,COL make VAL HOWARD COL model VAL GH1 COL series VAL NO SERIES EXISTS COL name VAL No Popular Name,COL make VAL HOWARD AIRCRAFT COL model VAL GH-1,1
5310,TCRAFK-BF-BF,COL make VAL FAIRCHILD HILLER COL model VAL FH227 COL series VAL UNDESIGNATED SERIES COL name VAL No Popular Name COL cert VAL 7A1,COL make VAL TCRAFK COL model VAL BF COL series VAL BF COL cert VAL A699,0
5317,8100510,COL make VAL FORD COL model VAL 5AT COL series VAL B COL name VAL TRIMOTOR,COL make VAL SHORT BROS. & HARLAND COL model VAL SC7 SERIES 2,0
1267,7630314,COL make VAL BEECH COL model VAL 55 COL series VAL 95B55B COL name VAL BARON,COL make VAL ROCKWELL INTERNATIONAL COL model VAL 114,0
9107,1150558,COL make VAL TRAVEL AIR COL model VAL TRAVEL AIR B9 4000 COL series VAL NO SERIES EXISTS COL name VAL No Popular Name,COL make VAL BEECH COL model VAL F17D,0
4718,L-1329-23D,COL make VAL DOUGLAS COL model VAL C54 COL series VAL BDC COL name VAL SKYMASTER COL cert VAL A-762,COL make VAL L COL model VAL 1329 COL series VAL 23D COL name VAL JETSTAR COL cert VAL 2A15,0
8494,8142501,COL make VAL SIKORSKY COL model VAL S76 COL series VAL A COL name VAL SPIRIT,COL make VAL SIKORSKY COL model VAL CH-54A,0
6351,2073614,COL make VAL LEARJET COL model VAL 35 COL series VAL A COL name VAL No Popular Name,COL make VAL CESSNA COL model VAL T207A,0
1741,7090102,COL make VAL BOEING COL model VAL 727 COL series VAL 1A7C COL name VAL No Popular Name,COL make VAL PILATUS COL model VAL PC-6,0
3654,4360116,COL make VAL CESSNA COL model VAL 150 COL series VAL C COL name VAL No Popular Name,COL make VAL HILLER COL model VAL UH-12C,0
2768,1385103,COL make VAL BOEING COL model VAL 767 COL series VAL 33P COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 767-269,0
2530,1384078,COL make VAL BOEING COL model VAL 747 COL series VAL 312 COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 727-227,0
3677,UC-64-A,COL make VAL CESSNA COL model VAL 172 COL series VAL H COL name VAL SKYHAWK COL cert VAL 3A12,COL make VAL UC COL model VAL 64 COL series VAL A COL cert VAL A2578,0
1877,B-727-41,COL make VAL BOEING COL model VAL 727 COL series VAL 41 COL name VAL No Popular Name COL cert VAL A3WE,COL make VAL B COL model VAL 727 COL series VAL 41 COL cert VAL A3WE,1
6722,5460128,COL make VAL MAULE COL model VAL M4 COL series VAL S COL name VAL JETASEN,COL make VAL MAULE COL model VAL M-4S,1
3944,2073312,COL make VAL CESSNA COL model VAL P206 COL series VAL B COL name VAL SUPER SKYLANE,COL make VAL CESSNA COL model VAL P206C,0
4327,2422628,COL make VAL CONVAIR COL model VAL 240 COL series VAL 0 COL name VAL No Popular Name,COL make VAL CONVAIR COL model VAL 240-14,0
929,1480268,COL make VAL BAC COL model VAL ONE ELEVEN COL series VAL 401AK COL name VAL No Popular Name,COL make VAL BRITISH AIRCRAFT CORP COL model VAL BAC 1-11 401/AK,1
70,0140208,COL make VAL AERO COMMANDER COL model VAL 100 COL series VAL A COL name VAL DARTER COMMANDER,COL make VAL AERO COMMANDER COL model VAL 100-180,0
8726,0440104,COL make VAL STEARMAN COL model VAL D75 COL series VAL N1 COL name VAL KAYDET,COL make VAL AIR & SPACE AMERICA INC COL model VAL 18A,0
2518,1384807,COL make VAL BOEING COL model VAL 747 COL series VAL 2F6B COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 747-2F6B,1
4327,CV-240-0,COL make VAL CONVAIR COL model VAL 240 COL series VAL 0 COL name VAL No Popular Name COL cert VAL A-219,COL make VAL CV COL model VAL 240 COL series VAL 0 COL cert VAL A793,1
16937,CE-560-560XLS+,COL make VAL CESSNA COL model VAL 560 COL series VAL XL COL name VAL CITATION XLS PLUS COL cert VAL A22CE,COL make VAL CE COL model VAL 560 COL series VAL 560XLS+ COL cert VAL A22CE,1
1189,1151202,COL make VAL BEECH COL model VAL 23 COL series VAL UNDESIGNATED SERIES COL name VAL MUSKETEER,COL make VAL BEECH COL model VAL 23,1
3876,CE-165-165,COL make VAL CESSNA COL model VAL C165 COL series VAL NO SERIES EXISTS COL name VAL AIRMASTER COL cert VAL A-701,COL make VAL CE COL model VAL 165 COL series VAL 165 COL cert VAL A701,1
264,5870212,COL make VAL AEROSTAR COL model VAL M20E COL series VAL NO SERIES EXISTS COL name VAL CHAPARRAL,COL make VAL MOONEY COL model VAL M20E,1
180,WING-D1-D1,COL make VAL AERONCA COL model VAL S15AC COL series VAL NO SERIES EXISTS COL name VAL SEDAN COL cert VAL A-802,COL make VAL WING COL model VAL D1 COL series VAL D1 COL cert VAL A9WE,0
434,3930350,COL make VAL AIRBUS COL model VAL A319 COL series VAL 115 COL name VAL No Popular Name,COL make VAL AIRBUS INDUSTRIE COL model VAL A319-114,1
9516,0740102,COL make VAL WACO COL model VAL QDC COL series VAL NO SERIES EXISTS COL name VAL No Popular Name,COL make VAL ANDERSON GREENWOOD COL model VAL AND-51-A,0
3702,CE-150-F,COL make VAL CESSNA COL model VAL 180 COL series VAL F COL name VAL No Popular Name COL cert VAL 5A6,COL make VAL CE COL model VAL 150 COL series VAL F COL name VAL COMMUTER COL cert VAL 3A19,0
9539,GA-690-C,COL make VAL WACO COL model VAL YKC COL series VAL UNDESIGNATED SERIES COL name VAL No Popular Name COL cert VAL A-533,COL make VAL GA COL model VAL 690 COL series VAL C COL name VAL 840 JETPROP COL cert VAL 2A4,0
9489,242270A,COL make VAL WACO COL model VAL CRG COL series VAL NO SERIES EXISTS COL name VAL No Popular Name,COL make VAL CONVAIR COL model VAL 340,0
1210,1151424,COL make VAL BEECH COL model VAL 33 COL series VAL G33 COL name VAL BONANZA,COL make VAL BEECH COL model VAL E33A,0
2576,1384880,COL make VAL BOEING COL model VAL 747 COL series VAL 451 COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 747-130,0
1661,138365H,COL make VAL BOEING COL model VAL 707 COL series VAL 384C COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 707-331,0
5610,0390101,COL make VAL GULFSTREAM COL model VAL G1159B COL series VAL NO SERIES EXISTS COL name VAL GULFSTREAM IIB,COL make VAL AIR TRACTOR INC COL model VAL AT-300,0
5291,4990626,COL make VAL FOKKER COL model VAL F27 COL series VAL F COL name VAL No Popular Name,COL make VAL FOKKER COL model VAL F.27-400,0
1521,BL-1413-1413,COL make VAL BELLANCA COL model VAL 14 13 COL series VAL UNDESIGNATED SERIES COL name VAL CRUISAIR SENIOR COL cert VAL A-773,COL make VAL BL COL model VAL 1413 COL series VAL 1413 COL cert VAL A773,1
4915,BUDFLY-C119-L,COL make VAL EMBRAER COL model VAL EMB145 COL series VAL LR COL name VAL ERJ145LR COL cert VAL EA-9606,COL make VAL BUDFLY COL model VAL C119 COL series VAL L COL name VAL FLYING BOXCAR COL cert VAL A35CE,0
11867,5870252,COL make VAL MOONEY COL model VAL M20V COL series VAL NO SERIES EXISTS COL name VAL ACCLAIM ULTRA,COL make VAL MOONEY INTERNATIONAL CORP COL model VAL M20V,1
330,0260112,COL make VAL AGUSTA COL model VAL A109 COL series VAL K2 COL name VAL No Popular Name,COL make VAL AGUSTA SPA COL model VAL A109A,0
1537,3020702,COL make VAL BELLANCA COL model VAL 31 42 COL series VAL NO SERIES EXISTS COL name VAL PACEMAKER SENIOR,COL make VAL DOUGLAS COL model VAL B-23,0
4473,DH-104-7A,COL make VAL DE HAVILLAND COL model VAL DH104 COL series VAL 7A COL name VAL DOVE COL cert VAL NOT CERTIFICATED,COL make VAL DH COL model VAL 104 COL series VAL 7A COL name VAL DOVE COL cert VAL A807,1
4003,2075816,COL make VAL CESSNA COL model VAL TU206 COL series VAL D COL name VAL TURBO SKYWAGON,COL make VAL CESSNA COL model VAL 182P,0
21359,WACO-9-9,COL make VAL SIKORSKY COL model VAL UH19 COL series VAL F COL name VAL CHICKASAW COL cert VAL HR1SO,COL make VAL WACO COL model VAL 9 COL series VAL 9 COL cert VAL ATC11,0
1512,7100706,COL make VAL BELL COL model VAL UH1 COL series VAL B COL name VAL IROQUOIS,COL make VAL PIPER COL model VAL J5A-80,0
4982,3300505,COL make VAL ENSTROM COL model VAL 280 COL series VAL FX COL name VAL No Popular Name,COL make VAL ENSTROM HELICOPTER CORP COL model VAL 280C,0
18267,1220601,COL make VAL AMC COL model VAL TEXAS BULLET 205 COL series VAL NO SERIES EXISTS COL name VAL No Popular Name,COL make VAL BELLANCA COL model VAL 7GCBC,0
21359,1152703,COL make VAL SIKORSKY COL model VAL UH19 COL series VAL F COL name VAL CHICKASAW,COL make VAL BEECH COL model VAL 58PA,0
2640,M-4-4,COL make VAL BOEING COL model VAL 757 COL series VAL 223 COL name VAL No Popular Name COL cert VAL A2NM,COL make VAL M COL model VAL 4 COL series VAL 4 COL cert VAL 3A23,0
3713,9601204,COL make VAL CESSNA COL model VAL 182 COL series VAL F COL name VAL SKYLANE,COL make VAL WACO COL model VAL BSO,0
7978,CATS-TECNAM-PMENTOR,COL make VAL ROCKWELL COL model VAL 114 COL series VAL A COL name VAL GRAND TURISMO COL cert VAL A12SO,COL make VAL CATS COL model VAL TECNAM COL series VAL PMENTOR COL cert VAL A00067IB,0
8970,8850410,COL make VAL TAYLORCRAFT COL model VAL L2 COL series VAL M COL name VAL No Popular Name,COL make VAL TAYLORCRAFT COL model VAL L-2A,0
7534,BE-200-B200GT,COL make VAL PIPER COL model VAL PA23 COL series VAL 235 COL name VAL APACHE 235 COL cert VAL 1A10,COL make VAL BE COL model VAL 200 COL series VAL B200GT COL name VAL SUPER KING AIR COL cert VAL A24CE,0
2536,13848AO,COL make VAL BOEING COL model VAL 747 COL series VAL 346 COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 747-346,1
7918,7150012,COL make VAL HAWKER COL model VAL HAWKER 800 COL series VAL UNDESIGNATED SERIES COL name VAL No Popular Name,COL make VAL RAYTHEON AIRCRAFT COMPANY COL model VAL HAWKER 800XP,0
3827,2075902,COL make VAL CESSNA COL model VAL 411 COL series VAL UNDESIGNATED SERIES COL name VAL No Popular Name,COL make VAL CESSNA COL model VAL 411,1
669,1660204,COL make VAL ATR COL model VAL ATR42 COL series VAL 500 COL name VAL No Popular Name,COL make VAL BURKHART GROB FLUGZEUGBAU COL model VAL G109,0
7470,7100614,COL make VAL PIPER COL model VAL J4 COL series VAL B COL name VAL CUB COUPE,COL make VAL PIPER COL model VAL J4F,0
3761,CE-210-N,COL make VAL CESSNA COL model VAL 210 COL series VAL N COL name VAL CENTURION COL cert VAL 3A21,COL make VAL CE COL model VAL 210 COL series VAL N COL name VAL CENTURION COL cert VAL 3A21,1
2776,B-767-35D,COL make VAL BOEING COL model VAL 767 COL series VAL 35D COL name VAL No Popular Name COL cert VAL A1NM,COL make VAL B COL model VAL 767 COL series VAL 35D COL cert VAL A1NM,1
4583,2800304,COL make VAL DE HAVILLAND COL model VAL DHC4 COL series VAL UNDESIGNATED SERIES COL name VAL CARIBOU,COL make VAL DEHAVILLAND COL model VAL CARIBOU DHC-4A,0
11421,5170805,COL make VAL LEARJET COL model VAL 45 COL series VAL NO SERIES EXISTS COL name VAL LEARJET 75,COL make VAL LEARJET INC COL model VAL 45,1
6838,3370216,COL make VAL MCDONNELL DOUGLAS HELICOPTER COL model VAL MD900 COL series VAL NO SERIES EXISTS COL name VAL MD EXPLORER,COL make VAL FAIRCHILD COL model VAL 24 C8E,0
7786,BT-13-A,COL make VAL PZL MIELEC COL model VAL M18 COL series VAL A COL name VAL DROMADER COL cert VAL EASA.A.056,COL make VAL BT COL model VAL 13 COL series VAL A COL cert VAL A2571,0
164,RISLEY-H21-B,COL make VAL AERONCA COL model VAL L3 COL series VAL B COL name VAL GRASSHOPPER COL cert VAL A-751,COL make VAL RISLEY COL model VAL H21 COL series VAL B COL cert VAL H1AL,0
3578,1900302,COL make VAL CANADAIR COL model VAL CL600 1A11 COL series VAL 600 COL name VAL CHALLENGER 600,COL make VAL CANADAIR LTD COL model VAL CL-600 CHALLENGER,1
9516,3951202,COL make VAL WACO COL model VAL QDC COL series VAL NO SERIES EXISTS COL name VAL No Popular Name,COL make VAL GRUMMAN COL model VAL G-21,0
7967,B-727-2J7,COL make VAL ROBINSON COL model VAL R44 COL series VAL UNDESIGNATED SERIES COL name VAL ASTRO COL cert VAL H11NM,COL make VAL B COL model VAL 727 COL series VAL 2J7 COL cert VAL A3WE,0
550,1152522,COL make VAL AMERICAN GENERAL COL model VAL AG5 COL series VAL B COL name VAL TIGER,COL make VAL BEECH COL model VAL D50E,0
1966,1384606,COL make VAL BOEING COL model VAL 737 COL series VAL 293 COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 737-73A,0
1460,HS-125-3B,COL make VAL BELL COL model VAL 47G COL series VAL 3B COL name VAL No Popular Name COL cert VAL 2H3,COL make VAL HS COL model VAL 125 COL series VAL 3B COL cert VAL A3EU,0
7527,MU-2B-30,COL make VAL PIPER COL model VAL PA22 COL series VAL 150 COL name VAL TRIPACER COL cert VAL 1A6,COL make VAL MU COL model VAL 2B COL series VAL 30 COL cert VAL A2PC,0
2029,B-777-2Q8,COL make VAL BOEING COL model VAL 737 COL series VAL 2Q8 COL name VAL No Popular Name COL cert VAL A16WE,COL make VAL B COL model VAL 777 COL series VAL 2Q8 COL cert VAL T00001SE,0
7048,STNSON-L5-B,COL make VAL MORANE SAULNIER COL model VAL MS880 COL series VAL B COL name VAL RALLYE CLUB COL cert VAL EASA.A.377,COL make VAL STNSON COL model VAL L5 COL series VAL B COL cert VAL A764,0
1202,1151432,COL make VAL BEECH COL model VAL 33 COL series VAL 35C33 COL name VAL DEBONAIR,COL make VAL BEECH COL model VAL E33C,0
985,DC-8-62,COL make VAL BAE COL model VAL ATP COL series VAL NO SERIES EXISTS COL name VAL No Popular Name COL cert VAL EASA.A.192,COL make VAL DC COL model VAL 8 COL series VAL 62 COL cert VAL 4A25,0
7535,PA-24-250,COL make VAL PIPER COL model VAL PA23 COL series VAL 250 COL name VAL AZTEC 250 COL cert VAL 1A10,COL make VAL PA COL model VAL 24 COL series VAL 250 COL name VAL COMANCHE 250 COL cert VAL 1A15,0
2066,III-650-TCS,COL make VAL BOEING COL model VAL 737 COL series VAL 330 COL name VAL No Popular Name COL cert VAL A16WE,COL make VAL III COL model VAL 650 COL series VAL TCS COL name VAL SKY ARROR COL cert VAL A52CE,0
4783,DC-8-71,COL make VAL DOUGLAS COL model VAL DC8 COL series VAL 71 COL name VAL SUPER 70 COL cert VAL 4A25,COL make VAL DC COL model VAL 8 COL series VAL 71 COL cert VAL 4A25,1
2516,1384805,COL make VAL BOEING COL model VAL 747 COL series VAL 2D3B COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 747-2D3B,1
2126,B-737-7CG,COL make VAL BOEING COL model VAL 737 COL series VAL 401 COL name VAL No Popular Name COL cert VAL A16WE,COL make VAL B COL model VAL 737 COL series VAL 7CG COL cert VAL A16WE,0
6357,LR-55-B,COL make VAL LEARJET COL model VAL 55 COL series VAL B COL name VAL No Popular Name COL cert VAL A10CE,COL make VAL LR COL model VAL 55 COL series VAL B COL name VAL LEARJET COL cert VAL A10CE,1
6842,MCKINN-G21-G,COL make VAL MCKINNON COL model VAL G21 COL series VAL G COL name VAL TURBO GOOSE COL cert VAL 4A24,COL make VAL MCKINN COL model VAL G21 COL series VAL G COL name VAL TURBO GOOSE COL cert VAL 4A24,1
5346,WACO-U-EC,COL make VAL FUNK COL model VAL B85C COL series VAL NO SERIES EXISTS COL name VAL CUSTOMAIRE COL cert VAL A-715,COL make VAL WACO COL model VAL U COL series VAL EC COL cert VAL ATC467,0
3654,BHT-214-B1,COL make VAL CESSNA COL model VAL 150 COL series VAL C COL name VAL No Popular Name COL cert VAL 3A19,COL make VAL BHT COL model VAL 214 COL series VAL B1 COL cert VAL H6SW,0
8713,21101N8,COL make VAL STEARMAN COL model VAL B75 COL series VAL UNDESIGNATED SERIES COL name VAL KAYDET,COL make VAL CHAMPION COL model VAL 7GCAA,0
4754,3021804,COL make VAL DOUGLAS COL model VAL DC7 COL series VAL UNDESIGNATED SERIES COL name VAL No Popular Name,COL make VAL DOUGLAS COL model VAL DC-7B,0
1133,GA-V-V,COL make VAL BEECH COL model VAL 17 COL series VAL E17L COL name VAL STAGGERWING COL cert VAL TC 641,COL make VAL GA COL model VAL V COL series VAL V COL cert VAL A12EA,0
3795,2074514,COL make VAL CESSNA COL model VAL 320 COL series VAL B COL name VAL No Popular Name,COL make VAL CESSNA COL model VAL 320E,0
3667,2072302,COL make VAL CESSNA COL model VAL 170 COL series VAL A COL name VAL No Popular Name,COL make VAL CESSNA COL model VAL 170,0
2166,1384705,COL make VAL BOEING COL model VAL 737 COL series VAL 4Y0 COL name VAL No Popular Name,COL make VAL BOEING COL model VAL 737-4YO,1
